word,pos_symbol,pos_word,meaning
tanga,v,verb,"(historical) any of various former asian coins, including: a coin of portuguese india worth one tenth of a rupee; a gold coin of india issued by various muslim rulers; a silver coin of india, also issued by muslim rulers; and a former silver coin of tibet.
1810, richard haklvyt, hakluyt's collection of the early voyages, travels, and discoveries of the english nation- volume 2, page 410:the larines are woorth by just value basaruchies 93 and 3 fourth parts, and 4 larines make a seraphine of siluer, which is 5 tangas of good money, and these also haue serafagion of 6, 7, 8, 10, vntil 16, by the 100, for when the ships depart for the north, to say, for chaul, diu, cambaia, or bassaim, all cary of the same, because it is money more currant then any other.
1841, the literary gazette and journal of the belles lettres, page 136:the first and largest item is, the purchase of a wife, 25 rupees. culinary and other utensils.--bedding, 6 rupees; antimony for the lady's eyes, 3 tangas : an iron boiler, 2 rupees; a wooden bowl and spoons, 3 tangas; ....
1875, report of a mission to yarkund in 1873, under command of sir t[homas] d. forsyth, page 73:the prices range from 120 tangas = rupees 25 to 400 tangas = rupees 80.
1996, jonathan l. lee, the ""ancient supremacy"":, →isbn:three-sevenths, or 300,000 tangas (100,000 kabul rupees) were remitted to the amir as tribute, whilst the remaining sum, 400,000 tangas (rs. 133,333), was retained by the wali for his own expenses.
2003, ahmad hasan dani, vadim mikhaĭlovich masson, history of civilizations of central asia, →isbn:the samarkand tangas were initially 916 carats, and then rose to 960 carats. lower-carat tangas were issued in balkh (875 carats, 916 carats) and in tashkent. nevertheless, even the tangas issued under iskandar khan are referred to in documentary sources as 'pure'."
tangis,v,verb,plural of tangi
tangkugo,v,verb,(anatomy) nape
tao,v,verb,(international standards) iso 639-3 language code for yami.
tapan,v,verb,alternative form of tupan (“kind of drum”).
taya,v,verb,"bet; wager
synonyms: pusta, usod"
telepono,v,verb,telephone
timawa,v,verb,impoverished
tindak,v,verb,"kick
synonym: sipa"
toktok,v,verb,to knock
tubig,v,verb,water
tugot,v,verb,"to allow; to permit
synonym: permitir"
tulak,v,verb,to go
tulug,v,verb,to sleep
tuo,v,verb,(international standards) iso 639-3 language code for tucano.
upod,v,verb,"too, also, as well as
synonyms: pud, usab, sab, sad"
uswag,v,verb,to progress; to develop; to advance
utang,v,verb,debt
utud,v,verb,something cut off or broken off
utud-utud,v,verb,diminutive of utúd: to cut something off
uyon,v,verb,"act of agreeing
synonyms: payag, kasundo"
wala,v,verb,alternative spelling of wallah.
